ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Customer Segment,Relationship Years,Branch,City,Customer Lifetime Value (CLV),Financial Health Score,Relationship Priority Score,Next Best Product
3933,26,2,55,500005,3,0.7,2,0,0,0,0,1,0,Mass,4,Secunderabad Branch,Hyderabad,97200,56,31.4,Mutual Funds
3934,39,14,40,400095,1,2.5,3,0,0,0,0,1,0,Mass,9,Andheri East Branch,Mumbai,86600,53,29.9,Credit Card
3935,35,11,68,500074,2,0.0,1,126,0,0,0,0,1,Mass Affluent,4,Hitech City Branch,Hyderabad,208700,67,45.8,Life Insurance
3936,59,33,53,110046,3,2.5,1,0,0,0,0,1,0,Mass,18,Connaught Place Branch,Delhi,171600,60,49.7,Life Insurance
3937,43,18,63,560040,3,0.8,3,0,0,1,0,0,0,Mass Affluent,6,Koramangala Branch,Bengaluru,169200,76,46.0,Credit Card
3938,39,15,123,411081,2,2.2,1,92,0,0,0,0,1,Affluent,16,Viman Nagar Branch,Pune,667400,78,77.0,Fixed Deposit
3939,49,24,13,500060,2,0.0,1,0,0,0,0,1,0,Mass,15,Secunderabad Branch,Hyderabad,27300,54,24.1,Credit Card
3940,47,23,12,400059,4,0.2,1,102,0,0,0,0,1,Mass,5,Bandra West Branch,Mumbai,94500,40,21.4,Life Insurance
3941,41,17,53,400034,2,2.5,1,102,0,0,0,1,0,Mass,8,Bandra West Branch,Mumbai,219500,56,46.8,Credit Card
3942,57,33,79,110095,1,2.7,2,294,0,0,0,1,1,Mass Affluent,14,Karol Bagh Branch,Delhi,482600,70,68.0,Life Insurance
3943,42,17,89,110014,1,0.1,2,170,0,0,0,1,0,Mass Affluent,5,Dwarka Branch,Delhi,256900,77,56.9,Credit Card
3944,61,36,188,600013,1,9.3,2,0,1,0,0,0,0,HNI,20,OMR Branch,Chennai,1616600,77,87.9,Home Loan
3945,56,26,62,110046,3,1.4,3,0,0,0,0,1,0,Mass,16,Dwarka Branch,Delhi,186000,65,52.8,Credit Card
3946,29,3,123,160053,3,5.6,3,428,1,0,0,1,0,Affluent,4,IT Park Branch,Chandigarh,566700,57,62.7,Fixed Deposit
3947,25,-1,40,110060,3,2.4,2,0,0,0,0,1,0,Mass,4,Karol Bagh Branch,Delhi,75300,53,25.4,Credit Card
3948,32,8,119,400074,4,5.0,3,0,1,0,0,1,0,Affluent,7,Fort Branch,Mumbai,480300,61,65.9,Fixed Deposit
3949,37,12,123,160077,4,3.1,2,253,1,0,1,1,1,Affluent,11,Sector 17 Branch,Chandigarh,785700,71,68.7,Mutual Funds
3950,31,5,23,110062,1,0.4,2,0,0,0,0,1,1,Mass,4,Dwarka Branch,Delhi,61500,48,19.9,Gold Loan
3951,38,14,62,560083,1,1.5,3,255,0,0,0,1,0,Mass Affluent,7,Whitefield Branch,Bengaluru,219900,59,48.0,Credit Card
3952,40,14,69,641051,3,2.1,1,106,0,0,0,1,0,Mass Affluent,8,RS Puram Branch,Coimbatore,268500,62,53.9,Credit Card
3953,61,36,124,641013,2,3.9,1,0,0,1,0,0,1,Affluent,24,RS Puram Branch,Coimbatore,980800,92,88.4,Fixed Deposit
3954,50,26,52,700094,4,0.1,3,0,0,0,0,0,0,Mass,18,Salt Lake Branch,Kolkata,130700,68,46.3,Credit Card
3955,32,7,134,400048,2,3.1,1,0,0,0,0,0,0,Affluent,0,Fort Branch,Mumbai,328600,79,64.2,Fixed Deposit
3956,62,36,58,600087,1,0.8,2,0,0,0,0,0,0,Mass,20,Anna Nagar Branch,Chennai,176000,74,55.5,Life Insurance
3957,62,37,45,395077,3,0.5,2,200,0,0,0,1,1,Mass,14,Ring Road Branch,Surat,249700,58,51.7,Life Insurance
3958,40,15,75,641020,4,1.1,2,0,0,0,0,1,0,Mass Affluent,12,Peelamedu Branch,Coimbatore,210900,70,55.7,Credit Card
3959,59,34,23,400038,4,0.4,2,78,0,0,0,0,0,Mass,21,Bandra West Branch,Mumbai,138300,49,39.8,Life Insurance
3960,43,19,123,560043,3,1.3,1,0,1,0,0,1,0,Affluent,15,Whitefield Branch,Bengaluru,476100,71,73.3,Fixed Deposit
3961,62,37,48,560025,3,2.2,1,0,0,0,0,0,0,Mass,17,Indiranagar Branch,Bengaluru,140600,59,44.3,Life Insurance
3962,48,22,145,400008,1,0.3,1,140,0,0,0,1,0,Affluent,4,Bandra West Branch,Mumbai,419000,83,69.0,Fixed Deposit
3963,29,5,31,411028,1,1.0,3,0,0,0,0,0,0,Mass,4,Hinjewadi Branch,Pune,40000,48,19.3,Credit Card
3964,58,32,38,110085,3,2.2,3,0,0,0,0,1,0,Mass,19,Connaught Place Branch,Delhi,109600,53,38.4,Life Insurance
3965,43,18,78,560078,4,1.9,3,0,0,0,0,0,0,Mass Affluent,12,Koramangala Branch,Bengaluru,222700,70,57.1,Credit Card
3966,39,15,94,400001,2,1.9,1,0,0,0,0,1,0,Mass Affluent,2,Fort Branch,Mumbai,219600,75,54.2,Credit Card
3967,33,7,84,500068,1,2.9,3,0,0,0,0,1,0,Mass Affluent,4,Banjara Hills Branch,Hyderabad,218500,69,52.8,Credit Card
3968,40,15,22,110088,1,0.6,3,0,0,0,0,1,0,Mass,6,Connaught Place Branch,Delhi,31200,50,19.0,Credit Card
3969,28,3,78,560007,4,0.2,1,0,0,0,0,1,1,Mass Affluent,6,Koramangala Branch,Bengaluru,206700,70,50.0,Auto Loan
3970,38,11,75,400030,3,2.33,2,0,0,0,0,1,0,Mass Affluent,11,Bandra West Branch,Mumbai,222200,66,55.3,Credit Card
3971,65,40,71,641036,3,2.2,1,0,0,0,0,0,1,Mass Affluent,20,RS Puram Branch,Coimbatore,334300,71,68.0,Life Insurance
3972,35,11,24,400001,1,0.5,3,0,0,0,0,1,1,Mass,6,Fort Branch,Mumbai,88900,56,26.6,Life Insurance
3973,29,5,112,500055,2,4.33,1,0,0,0,0,1,1,Affluent,6,Hitech City Branch,Hyderabad,460600,74,67.8,Fixed Deposit
3974,61,35,53,110025,1,2.8,2,167,0,0,0,1,0,Mass Affluent,19,Connaught Place Branch,Delhi,311300,55,60.3,Life Insurance
3975,46,21,41,400011,1,0.5,3,0,0,0,0,0,0,Mass,15,Fort Branch,Mumbai,89700,63,36.7,Credit Card
3976,50,23,25,110097,1,0.5,2,0,0,0,0,1,0,Mass,24,Dwarka Branch,Delhi,58100,54,33.8,Credit Card
3977,60,33,42,400071,4,2.5,2,194,0,0,0,1,0,Mass,23,Fort Branch,Mumbai,263400,48,56.3,Life Insurance
3978,54,27,51,400016,3,1.0,2,113,0,1,1,1,1,Mass Affluent,23,Bandra West Branch,Mumbai,543200,68,70.0,Life Insurance
3979,43,18,19,500097,2,0.3,2,0,0,0,0,1,0,Mass,11,Secunderabad Branch,Hyderabad,23600,52,21.3,Credit Card
3980,38,14,90,411047,2,0.0,1,258,0,1,1,1,1,Affluent,15,Hinjewadi Branch,Pune,603200,92,73.4,Life Insurance
3981,46,22,89,400075,4,1.4,2,0,0,0,0,1,0,Mass Affluent,24,Andheri East Branch,Mumbai,364100,75,76.6,Credit Card
3982,64,39,22,560094,3,0.5,1,0,0,1,1,1,1,Mass,9,Indiranagar Branch,Bengaluru,196100,67,43.4,Life Insurance
3983,24,0,119,600027,1,1.5,1,0,0,0,0,1,0,Affluent,0,T Nagar Branch,Chennai,267000,82,59.9,Fixed Deposit
3984,39,13,93,110070,4,3.6,3,0,1,0,0,1,0,Mass Affluent,15,Dwarka Branch,Delhi,421400,62,68.4,Credit Card
3985,34,8,18,560048,4,0.3,1,0,0,0,0,0,0,Mass,7,Whitefield Branch,Bengaluru,24600,43,16.6,Credit Card
3986,65,40,32,400051,1,1.1,3,120,0,0,0,1,0,Mass,7,Fort Branch,Mumbai,133100,55,33.2,Life Insurance
3987,38,14,182,110027,3,2.6,3,0,1,0,1,1,1,HNI,4,Dwarka Branch,Delhi,719000,76,68.3,Home Loan
3988,62,36,19,500064,2,0.2,3,0,0,0,0,1,1,Mass,14,Secunderabad Branch,Hyderabad,94200,58,31.8,Life Insurance
3989,59,35,85,395086,1,3.4,3,0,1,0,1,0,1,Affluent,8,Ring Road Branch,Surat,432600,69,61.7,Life Insurance
3990,49,25,90,395034,4,1.4,2,0,0,1,0,1,0,Mass Affluent,13,Vesu Branch,Surat,380000,86,71.4,Credit Card
3991,57,32,59,440031,2,3.7,1,134,0,0,0,1,0,Mass Affluent,20,Dharampeth Branch,Nagpur,382000,62,66.5,Life Insurance
3992,64,38,84,560063,1,2.0,1,0,0,0,0,0,0,Mass Affluent,4,Indiranagar Branch,Bengaluru,202400,79,53.6,Credit Card
3993,47,22,95,400099,2,3.9,2,0,1,0,0,0,0,Mass Affluent,2,Andheri East Branch,Mumbai,262900,59,51.6,Credit Card
3994,30,6,13,560096,3,0.9,3,0,0,0,0,1,0,Mass,4,Koramangala Branch,Bengaluru,15000,39,12.9,Credit Card
3995,42,18,88,110075,4,0.8,1,0,0,0,0,1,1,Mass Affluent,9,Connaught Place Branch,Delhi,284100,75,60.9,Home Loan
3996,53,28,34,400062,2,0.6,3,0,0,0,0,1,1,Mass,19,Fort Branch,Mumbai,148500,60,43.9,Life Insurance
3997,50,24,11,400084,4,0.6,3,0,0,0,0,0,1,Mass,5,Andheri East Branch,Mumbai,40600,37,14.8,Life Insurance
3998,62,38,80,500095,4,1.7,2,0,0,0,0,0,0,Mass Affluent,18,Hitech City Branch,Hyderabad,270800,75,66.2,Credit Card
3999,34,10,41,560055,1,1.33,1,0,0,0,0,0,1,Mass,8,Whitefield Branch,Bengaluru,126700,56,34.4,Auto Loan
4000,47,21,90,110055,2,0.8,3,0,0,0,0,0,0,Mass Affluent,19,Karol Bagh Branch,Delhi,277000,74,68.3,Credit Card
4001,62,37,93,700081,3,3.0,3,0,1,0,1,1,1,Affluent,21,Salt Lake Branch,Kolkata,730700,79,77.9,Life Insurance
4002,61,35,81,560080,4,1.9,2,0,0,0,0,0,0,Mass Affluent,13,Indiranagar Branch,Bengaluru,253300,79,62.9,Credit Card
4003,59,34,60,226021,2,2.8,1,0,0,0,0,1,0,Mass Affluent,17,Hazratganj Branch,Lucknow,214000,68,56.6,Life Insurance
4004,47,21,39,110012,3,0.6,2,0,0,0,0,1,1,Mass,11,Connaught Place Branch,Delhi,130800,61,37.5,Life Insurance
4005,65,39,22,600097,3,0.7,2,0,0,0,0,0,0,Mass,13,OMR Branch,Chennai,39900,58,26.0,Life Insurance
4006,56,32,32,110013,2,0.8,1,79,0,1,0,1,0,Mass,9,Connaught Place Branch,Delhi,198100,60,43.0,Life Insurance
4007,56,32,28,500050,1,1.2,3,0,0,0,0,1,0,Mass,20,Secunderabad Branch,Hyderabad,70300,52,32.3,Life Insurance
4008,31,7,35,400044,2,1.0,2,0,0,0,0,0,1,Mass,9,Andheri East Branch,Mumbai,103800,51,30.4,Auto Loan
4009,61,31,154,110067,3,7.5,3,351,1,0,1,1,1,HNI,3,Connaught Place Branch,Delhi,1029100,76,67.3,Mutual Funds
4010,42,18,189,600027,2,7.6,1,0,0,0,0,1,0,HNI,13,Anna Nagar Branch,Chennai,1209800,81,87.1,Home Loan
4011,44,19,40,110009,4,1.9,3,84,0,0,0,0,0,Mass,13,Connaught Place Branch,Delhi,169600,45,39.9,Life Insurance
4012,47,21,88,110047,2,1.7,2,0,0,0,0,1,0,Mass Affluent,16,Connaught Place Branch,Delhi,307400,75,68.8,Credit Card
4013,30,6,124,452001,2,0.6,1,0,0,0,0,1,0,Affluent,2,Vijay Nagar Branch,Indore,275200,79,61.2,Fixed Deposit
4014,62,38,23,400045,2,0.3,3,0,0,0,0,0,0,Mass,3,Fort Branch,Mumbai,30400,61,20.1,Life Insurance
4015,56,32,23,600045,4,0.7,1,0,0,0,0,1,1,Mass,10,OMR Branch,Chennai,83400,50,26.6,Life Insurance
4016,25,-1,139,600045,2,2.0,1,0,0,0,0,0,1,Affluent,1,OMR Branch,Chennai,345100,72,61.2,Fixed Deposit
4017,53,28,173,110016,4,2.7,1,427,1,0,0,1,0,HNI,21,Karol Bagh Branch,Delhi,1093500,75,84.0,Fixed Deposit
4018,26,0,42,500031,4,1.3,3,153,0,0,0,1,0,Mass,3,Hitech City Branch,Hyderabad,135100,50,31.1,Credit Card
4019,59,35,161,400009,1,2.9,1,160,0,0,0,0,1,Affluent,13,Bandra West Branch,Mumbai,879200,87,80.7,Fixed Deposit
4020,62,36,28,700058,3,0.7,2,0,0,0,0,1,0,Mass,13,Howrah Branch,Kolkata,55500,58,28.1,Life Insurance
4021,58,32,191,110006,4,5.2,3,194,1,0,0,0,1,HNI,24,Dwarka Branch,Delhi,1642500,74,83.7,Fixed Deposit
4022,40,14,42,110052,2,0.3,1,106,0,0,0,0,1,Mass,8,Connaught Place Branch,Delhi,182800,60,41.8,Life Insurance
4023,35,5,81,560018,4,4.0,3,0,0,0,0,1,0,Mass Affluent,9,Whitefield Branch,Bengaluru,256300,60,56.1,Credit Card
4024,51,25,175,160049,3,0.7,1,312,1,0,0,0,0,HNI,26,Sector 17 Branch,Chandigarh,902900,75,85.3,Fixed Deposit
4025,41,15,82,380067,3,0.1,1,0,0,0,0,1,0,Mass Affluent,12,Satellite Branch,Ahmedabad,204200,74,56.9,Credit Card
4026,51,27,53,641042,1,1.8,3,0,0,0,0,0,1,Mass,15,Peelamedu Branch,Coimbatore,207700,66,52.2,Life Insurance
4027,27,1,142,411062,3,5.5,1,0,1,0,0,0,0,Affluent,1,Hinjewadi Branch,Pune,448300,61,62.4,Fixed Deposit
4028,46,21,42,411076,4,1.9,3,0,0,0,0,1,0,Mass,5,Viman Nagar Branch,Pune,73400,48,25.1,Credit Card
4029,46,20,64,500090,4,2.9,1,189,0,0,0,0,0,Mass Affluent,8,Hitech City Branch,Hyderabad,255400,59,51.7,Credit Card
4030,31,5,90,682009,2,1.3,1,0,0,1,0,1,0,Mass Affluent,8,Kakkanad Branch,Kochi,310200,82,64.0,Credit Card
4031,58,32,44,500050,1,0.8,2,0,0,0,0,0,0,Mass,24,Hitech City Branch,Hyderabad,132200,67,48.9,Life Insurance
4032,42,18,29,560004,1,0.3,3,0,0,0,0,1,0,Mass,11,Whitefield Branch,Bengaluru,57400,61,28.0,Credit Card
4033,59,35,93,411075,2,1.6,1,0,0,0,0,0,1,Mass Affluent,6,Kothrud Branch,Pune,287200,80,61.0,Life Insurance
4034,54,24,69,600019,3,1.4,3,132,0,0,0,1,0,Mass Affluent,16,OMR Branch,Chennai,330200,67,64.2,Credit Card
4035,35,11,82,400048,2,1.7,2,0,0,0,0,1,1,Mass Affluent,8,Andheri East Branch,Mumbai,284800,70,58.5,Life Insurance
4036,34,9,180,560086,2,6.5,3,0,1,0,1,1,0,HNI,4,Koramangala Branch,Bengaluru,904900,76,73.0,Home Loan
4037,46,21,13,560009,2,0.7,3,0,0,0,0,1,0,Mass,20,Whitefield Branch,Bengaluru,28800,45,25.0,Credit Card
4038,52,28,72,226003,1,0.0,1,178,0,0,0,0,0,Mass Affluent,24,Hazratganj Branch,Lucknow,341700,80,73.1,Credit Card
4039,55,30,54,560013,3,1.7,1,0,0,0,0,1,0,Mass,11,Koramangala Branch,Bengaluru,145900,66,43.9,Life Insurance
4040,34,9,104,302088,1,4.6,1,0,0,0,0,1,1,Affluent,7,Malviya Nagar Branch,Jaipur,452900,73,67.7,Fixed Deposit
4041,57,32,44,560087,2,1.9,2,157,0,0,0,0,0,Mass,10,Indiranagar Branch,Bengaluru,190100,58,44.5,Life Insurance
4042,45,19,40,700080,1,0.2,1,0,0,1,1,1,1,Mass Affluent,9,Salt Lake Branch,Kolkata,232900,72,49.2,Life Insurance
4043,29,3,190,400083,2,4.5,1,246,0,0,0,1,1,HNI,4,Bandra West Branch,Mumbai,895600,80,74.1,Fixed Deposit
4044,49,23,64,452091,4,2.6,1,0,0,0,0,1,1,Mass Affluent,8,Palasia Branch,Indore,233200,65,51.3,Home Loan
4045,36,11,9,500047,2,0.3,2,99,0,1,0,0,0,Mass,7,Hitech City Branch,Hyderabad,107400,47,25.9,Gold Loan
4046,57,31,38,110015,4,0.7,2,0,0,0,0,1,0,Mass,20,Karol Bagh Branch,Delhi,99200,57,38.7,Life Insurance
4047,25,0,72,110024,3,2.6,3,0,0,0,0,1,0,Mass Affluent,1,Karol Bagh Branch,Delhi,141300,58,37.5,Credit Card
4048,43,17,82,110042,1,5.2,1,79,0,0,0,1,0,Mass Affluent,7,Karol Bagh Branch,Delhi,395300,63,61.8,Credit Card
4049,27,2,48,560003,2,1.6,3,119,0,1,0,1,0,Mass Affluent,5,Koramangala Branch,Bengaluru,218800,58,43.8,Credit Card
4050,54,28,82,700082,4,2.6,3,294,0,0,0,0,0,Mass Affluent,4,Park Street Branch,Kolkata,271500,70,55.1,Credit Card
4051,53,26,14,641075,2,1.0,2,83,0,0,0,0,0,Mass,18,Peelamedu Branch,Coimbatore,109700,41,31.7,Life Insurance
4052,55,29,162,411039,1,2.9,1,0,0,0,0,1,1,Affluent,12,Kothrud Branch,Pune,808900,93,83.7,Home Loan
4053,43,19,54,600081,2,1.7,1,0,0,0,0,1,0,Mass,10,T Nagar Branch,Chennai,133300,60,40.2,Credit Card
4054,35,11,90,500051,2,0.0,1,0,0,0,0,0,0,Mass Affluent,7,Secunderabad Branch,Hyderabad,179400,75,52.5,Credit Card
4055,59,34,64,302054,4,1.7,1,0,0,0,0,0,0,Mass Affluent,1,Malviya Nagar Branch,Jaipur,119300,66,36.0,Credit Card
4056,42,18,65,226037,3,2.1,3,0,0,0,0,1,1,Mass Affluent,9,Hazratganj Branch,Lucknow,230700,61,50.9,Life Insurance
4057,51,25,113,110043,2,6.3,1,0,0,0,0,0,0,Affluent,9,Connaught Place Branch,Delhi,475900,71,71.6,Fixed Deposit
4058,57,32,38,641044,2,2.1,3,0,0,0,0,0,0,Mass,19,Peelamedu Branch,Coimbatore,103800,53,37.8,Life Insurance
4059,39,15,65,560038,1,1.5,3,0,0,0,0,0,0,Mass Affluent,9,Whitefield Branch,Bengaluru,156200,70,46.5,Credit Card
4060,53,27,39,380091,4,1.5,3,0,0,0,0,1,0,Mass,10,Satellite Branch,Ahmedabad,80900,51,29.0,Life Insurance
4061,31,6,174,440060,2,6.7,1,0,0,0,0,1,1,HNI,3,Dharampeth Branch,Nagpur,819200,81,75.7,Home Loan
4062,33,3,59,700093,2,1.75,3,0,0,0,0,1,0,Mass,8,Park Street Branch,Kolkata,149500,64,42.7,Credit Card
4063,38,14,43,110061,2,1.7,1,0,0,0,0,1,0,Mass,16,Connaught Place Branch,Delhi,116400,57,39.6,Credit Card
4064,47,21,24,600030,2,0.1,3,0,0,0,0,0,1,Mass,18,Anna Nagar Branch,Chennai,97500,60,35.9,Life Insurance
4065,63,39,50,400051,1,0.0,2,166,0,0,0,0,0,Mass,19,Andheri East Branch,Mumbai,213500,65,54.7,Life Insurance
4066,44,19,68,380089,1,3.7,3,0,0,0,0,1,0,Mass Affluent,2,Satellite Branch,Ahmedabad,164400,62,41.4,Credit Card
4067,61,37,61,110096,3,2.0,3,0,0,0,0,1,0,Mass Affluent,15,Karol Bagh Branch,Delhi,192700,68,53.4,Credit Card
4068,52,28,21,411072,4,0.5,2,0,0,0,0,1,0,Mass,20,Viman Nagar Branch,Pune,37900,50,27.8,Life Insurance
4069,59,34,21,682021,2,0.5,2,0,0,0,0,1,0,Mass,7,MG Road Kochi Branch,Kochi,38800,59,22.3,Life Insurance
4070,56,32,31,110084,4,1.3,1,0,0,0,0,0,0,Mass,10,Connaught Place Branch,Delhi,55800,48,24.4,Life Insurance
4071,58,33,70,560075,4,0.7,1,0,0,1,0,0,0,Mass Affluent,22,Indiranagar Branch,Bengaluru,302800,79,69.1,Credit Card
4072,30,6,25,411040,3,1.0,2,135,0,0,0,0,1,Mass,3,Hinjewadi Branch,Pune,120100,38,23.9,Auto Loan
4073,42,17,78,560010,1,1.0,3,0,0,0,0,1,0,Mass Affluent,17,Indiranagar Branch,Bengaluru,238500,71,61.6,Credit Card
4074,51,27,19,110045,1,0.2,1,0,0,0,0,0,0,Mass,28,Connaught Place Branch,Delhi,43900,54,32.1,Life Insurance
4075,60,35,23,400055,1,0.3,3,0,0,0,0,1,0,Mass,23,Bandra West Branch,Mumbai,54400,59,33.8,Life Insurance
4076,30,4,40,560010,4,0.8,1,0,0,0,0,1,0,Mass,1,Indiranagar Branch,Bengaluru,61900,51,21.7,Credit Card
4077,49,23,22,411058,1,0.3,3,0,0,0,0,0,0,Mass,23,Viman Nagar Branch,Pune,50700,61,33.8,Credit Card
4078,26,0,71,600065,4,1.8,2,0,0,1,0,1,0,Mass Affluent,1,T Nagar Branch,Chennai,181400,67,43.1,Credit Card
4079,36,12,58,110083,1,3.6,2,0,0,0,0,0,0,Mass Affluent,7,Dwarka Branch,Delhi,152100,60,41.2,Credit Card
4080,65,40,75,500070,3,2.2,1,0,0,0,0,1,0,Mass Affluent,11,Hitech City Branch,Hyderabad,227700,77,58.5,Credit Card
4081,27,0,40,560097,1,2.0,2,110,0,0,0,0,1,Mass,3,Indiranagar Branch,Bengaluru,168200,46,33.1,Auto Loan
4082,60,35,155,110077,1,1.5,3,0,1,0,0,0,1,Affluent,20,Karol Bagh Branch,Delhi,756500,79,81.6,Home Loan
4083,32,6,83,700033,4,2.2,2,0,0,0,0,0,0,Mass Affluent,2,Salt Lake Branch,Kolkata,170100,69,46.0,Credit Card
4084,46,20,99,560065,3,1.1,1,0,0,0,0,0,0,Mass Affluent,19,Koramangala Branch,Bengaluru,336600,79,74.1,Credit Card
4085,60,36,59,600074,1,0.0,2,0,0,1,0,0,0,Mass Affluent,9,T Nagar Branch,Chennai,175600,83,49.9,Life Insurance
4086,28,2,53,452054,3,2.4,2,0,0,0,0,1,0,Mass,3,Palasia Branch,Indore,110900,52,31.3,Credit Card
4087,50,26,11,600078,4,0.2,1,0,0,1,0,0,0,Mass,3,Anna Nagar Branch,Chennai,39200,57,18.4,Credit Card
4088,52,28,179,600014,4,4.2,3,0,1,0,0,0,0,HNI,9,T Nagar Branch,Chennai,759100,74,77.0,Home Loan
4089,29,-1,71,400050,2,1.75,3,0,0,0,0,0,0,Mass Affluent,2,Andheri East Branch,Mumbai,139900,64,39.3,Credit Card
4090,30,4,85,110099,4,2.1,3,0,0,0,0,1,0,Mass Affluent,3,Karol Bagh Branch,Delhi,193600,69,49.8,Credit Card
4091,42,18,49,400081,3,2.1,3,0,0,1,0,1,0,Mass Affluent,7,Andheri East Branch,Mumbai,173500,67,43.4,Credit Card
4092,32,6,122,380084,2,1.3,1,0,0,0,0,1,1,Affluent,4,Maninagar Branch,Ahmedabad,370700,84,66.6,Fixed Deposit
4093,40,15,171,302073,2,3.3,1,0,0,0,0,1,0,HNI,8,Vaishali Nagar Branch,Jaipur,657400,81,79.6,Home Loan
4094,49,24,138,110047,2,2.2,2,0,1,0,0,1,0,Affluent,2,Connaught Place Branch,Delhi,390200,73,63.8,Fixed Deposit
4095,53,23,8,110017,4,0.4,3,0,0,1,0,1,0,Mass,15,Dwarka Branch,Delhi,61900,43,24.0,Life Insurance
4096,42,17,59,560041,4,0.4,1,0,0,0,0,1,0,Mass,6,Indiranagar Branch,Bengaluru,113600,69,38.3,Credit Card
4097,38,14,49,600090,3,2.8,1,0,0,0,0,0,0,Mass,10,OMR Branch,Chennai,121800,53,36.4,Home Loan
4098,60,34,92,411083,2,2.0,1,0,0,0,0,0,0,Mass Affluent,11,Viman Nagar Branch,Pune,273500,78,64.5,Credit Card
4099,27,3,75,411018,4,0.0,1,0,0,0,0,0,0,Mass Affluent,3,Viman Nagar Branch,Pune,111800,69,38.3,Credit Card
4100,61,35,60,682055,1,2.8,2,0,0,0,0,1,1,Mass Affluent,8,MG Road Kochi Branch,Kochi,224800,67,50.7,Life Insurance
4101,27,2,41,110045,2,1.7,2,0,0,0,0,1,0,Mass,4,Connaught Place Branch,Delhi,68800,49,23.9,Credit Card
4102,45,21,40,411063,3,0.6,2,0,0,0,0,1,1,Mass,6,Kothrud Branch,Pune,124400,62,34.2,Life Insurance
4103,41,16,81,600035,2,0.4,1,146,0,0,0,1,1,Mass Affluent,9,T Nagar Branch,Chennai,331000,74,61.1,Life Insurance
4104,44,20,52,560050,1,0.8,3,196,0,0,0,0,1,Mass,13,Indiranagar Branch,Bengaluru,266900,64,54.4,Fixed Deposit
4105,38,14,25,682006,4,1.0,1,0,0,0,0,0,0,Mass,14,Kakkanad Branch,Kochi,49400,43,24.2,Life Insurance
4106,39,15,139,400013,1,3.4,1,353,0,0,0,1,0,Affluent,6,Fort Branch,Mumbai,575100,75,71.6,Fixed Deposit
4107,48,22,54,700092,1,1.2,2,0,0,0,0,0,0,Mass,6,Howrah Branch,Kolkata,94600,66,34.6,Credit Card
4108,47,22,81,700003,1,2.9,1,0,0,0,0,0,1,Mass Affluent,12,Howrah Branch,Kolkata,332600,74,64.9,Personal Loan
4109,64,39,73,682015,3,2.2,1,0,0,1,0,0,1,Mass Affluent,10,Kakkanad Branch,Kochi,347500,82,63.8,Life Insurance
4110,27,0,30,500053,4,1.0,3,0,0,0,0,1,1,Mass,4,Secunderabad Branch,Hyderabad,88400,42,22.4,Gold Loan
4111,66,41,59,560050,3,2.4,1,0,0,0,0,0,0,Mass Affluent,5,Whitefield Branch,Bengaluru,128900,68,39.2,Life Insurance
4112,43,17,21,302051,3,1.5,1,0,0,0,0,0,0,Mass,12,Vaishali Nagar Branch,Jaipur,31300,37,19.2,Gold Loan
4113,34,9,65,380003,3,0.7,2,104,0,0,0,1,0,Mass Affluent,5,Navrangpura Branch,Ahmedabad,198100,62,45.6,Credit Card
4114,28,2,41,500076,3,1.1,2,161,0,0,0,1,0,Mass,4,Secunderabad Branch,Hyderabad,126000,48,29.9,Credit Card
4115,52,28,52,380068,4,0.1,3,121,0,0,0,0,0,Mass,11,Satellite Branch,Ahmedabad,170500,60,44.0,Life Insurance
4116,45,20,84,110063,4,1.1,2,180,0,0,0,1,0,Mass Affluent,6,Dwarka Branch,Delhi,273000,69,56.4,Credit Card
4117,24,-2,135,600087,2,7.2,1,0,0,0,0,1,0,Affluent,1,T Nagar Branch,Chennai,510500,75,69.8,Fixed Deposit
4118,39,14,18,226073,4,0.2,3,0,0,1,0,0,0,Mass,3,Aliganj Branch,Lucknow,52700,59,20.6,Life Insurance
4119,40,16,34,560073,1,0.7,1,0,0,0,0,1,1,Mass,8,Indiranagar Branch,Bengaluru,125000,65,35.5,Home Loan
4120,30,5,85,500058,4,1.8,3,0,0,0,0,1,0,Mass Affluent,4,Secunderabad Branch,Hyderabad,195400,71,51.1,Credit Card
4121,49,23,23,641012,1,1.4,3,0,0,0,0,0,0,Mass,12,RS Puram Branch,Coimbatore,43300,50,23.9,Credit Card
4122,53,27,65,380035,4,2.8,2,0,0,0,0,0,1,Mass Affluent,10,Maninagar Branch,Ahmedabad,241100,63,52.9,Life Insurance
4123,56,30,195,160045,1,2.9,1,0,0,0,0,0,0,HNI,16,Sector 17 Branch,Chandigarh,914100,89,89.7,Home Loan
4124,50,24,40,560002,4,2.6,1,89,0,0,0,1,0,Mass,21,Indiranagar Branch,Bengaluru,254200,49,54.1,Life Insurance
4125,53,29,141,395085,2,0.2,3,0,1,0,0,0,0,Affluent,8,Vesu Branch,Surat,379000,81,69.2,Fixed Deposit
4126,60,34,95,400043,2,0.7,2,322,0,0,0,1,1,Mass Affluent,16,Bandra West Branch,Mumbai,502300,81,73.7,Life Insurance
4127,58,33,23,500081,3,1.3,2,131,0,0,0,0,0,Mass,19,Secunderabad Branch,Hyderabad,135700,39,35.7,Life Insurance
4128,43,19,82,500050,2,1.8,2,0,0,0,0,1,1,Mass Affluent,4,Secunderabad Branch,Hyderabad,246900,74,54.1,Home Loan
